-8.000000 -527.000000
-7.900000 -507.839000
-7.800000 -489.152000
-7.700000 -470.933000
-7.600000 -453.176000
-7.500000 -435.875000
-7.400000 -419.024000
-7.300000 -402.617000
-7.200000 -386.648000
-7.100000 -371.111000
-7.000000 -356.000000
-6.900000 -341.309000
-6.800000 -327.032000
-6.700000 -313.163000
-6.600000 -299.696000
-6.500000 -286.625000
-6.400000 -273.944000
-6.300000 -261.647000
-6.200000 -249.728000
-6.100000 -238.181000
-6.000000 -227.000000
-5.900000 -216.179000
-5.800000 -205.712000
-5.700000 -195.593000
-5.600000 -185.816000
-5.500000 -176.375000
-5.400000 -167.264000
-5.300000 -158.477000
-5.200000 -150.008000
-5.100000 -141.851000
-5.000000 -134.000000
-4.900000 -126.449000
-4.800000 -119.192000
-4.700000 -112.223000
-4.600000 -105.536000
-4.500000 -99.125000
-4.400000 -92.984000
-4.300000 -87.107000
-4.200000 -81.488000
-4.100000 -76.121000
-4.000000 -71.000000
-3.900000 -66.119000
-3.800000 -61.472000
-3.700000 -57.053000
-3.600000 -52.856000
-3.500000 -48.875000
-3.400000 -45.104000
-3.300000 -41.537000
-3.200000 -38.168000
-3.100000 -34.991000
-3.000000 -32.000000
-2.900000 -29.189000
-2.800000 -26.552000
-2.700000 -24.083000
-2.600000 -21.776000
-2.500000 -19.625000
-2.400000 -17.624000
-2.300000 -15.767000
-2.200000 -14.048000
-2.100000 -12.461000
-2.000000 -11.000000
-1.900000 -9.659000
-1.800000 -8.432000
-1.700000 -7.313000
-1.600000 -6.296000
-1.500000 -5.375000
-1.400000 -4.544000
-1.300000 -3.797000
-1.200000 -3.128000
-1.100000 -2.531000
-1.000000 -2.000000
-0.900000 -1.529000
-0.800000 -1.112000
-0.700000 -0.743000
-0.600000 -0.416000
-0.500000 -0.125000
-0.400000 0.136000
-0.300000 0.373000
-0.200000 0.592000
-0.100000 0.799000
0.000000 1.000000
0.100000 1.201000
0.200000 1.408000
0.300000 1.627000
0.400000 1.864000
0.500000 2.125000
0.600000 2.416000
0.700000 2.743000
0.800000 3.112000
0.900000 3.529000
1.000000 4.000000
1.100000 4.531000
1.200000 5.128000
1.300000 5.797000
1.400000 6.544000
1.500000 7.375000
1.600000 8.296000
1.700000 9.313000
1.800000 10.432000
1.900000 11.659000
2.000000 13.000000
2.100000 14.461000
2.200000 16.048000
2.300000 17.767000
2.400000 19.624000
2.500000 21.625000
2.600000 23.776000
2.700000 26.083000
2.800000 28.552000
2.900000 31.189000
3.000000 34.000000
3.100000 36.991000
3.200000 40.168000
3.300000 43.537000
3.400000 47.104000
3.500000 50.875000
3.600000 54.856000
3.700000 59.053000
3.800000 63.472000
3.900000 68.119000
4.000000 73.000000
4.100000 78.121000
4.200000 83.488000
4.300000 89.107000
4.400000 94.984000
4.500000 101.125000
4.600000 107.536000
4.700000 114.223000
4.800000 121.192000
4.900000 128.449000
5.000000 136.000000
5.100000 143.851000
5.200000 152.008000
5.300000 160.477000
5.400000 169.264000
5.500000 178.375000
5.600000 187.816000
5.700000 197.593000
5.800000 207.712000
5.900000 218.179000
6.000000 229.000000
6.100000 240.181000
6.200000 251.728000
6.300000 263.647000
6.400000 275.944000
6.500000 288.625000
6.600000 301.696000
6.700000 315.163000
6.800000 329.032000
6.900000 343.309000
7.000000 358.000000
7.100000 373.111000
7.200000 388.648000
7.300000 404.617000
7.400000 421.024000
7.500000 437.875000
7.600000 455.176000
7.700000 472.933000
7.800000 491.152000
7.900000 509.839000
8.000000 529.000000
